ig_book,ig_no,phi_no,header,location,tqp,taq,cross_cen,tpq_bce,taq_bce,tpq_cen,taq_cen,analysis_cen,token
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,363,2580,"[ ]
Att. — stoich. 29 — 324/3

See also:
IG II³,1 439SEG 12:89SEG 21:281SEG 23:53Schwenk, Athens 67",Athens,324,323,FALSE,TRUE,TRUE,400,400,400,δημω
IG II²,373,2590,"[ ]
Att. — stoich. 33-39 — 322/1

See also:
IG II³,1 324SEG 21:301SEG 40:74Schwenk, Athens 88SEG 24:105",Athens,322,321,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,373,2590,"[ ]
Att. — stoich. 33-39 — 322/1

See also:
IG II³,1 324SEG 21:301SEG 40:74Schwenk, Athens 88SEG 24:105",Athens,322,321,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,661,2880,"[ ]
Att. — stoich. 36 — 283/2

See also:
IG II³,1 915I.Eleusis 181",Eleusis,283,282,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,683,2902,"[ ]
Att. — stoich. 36 — 274/3 — IG II² 683 Add. (pt. 1.2 p. 664)

See also:
IG II³,1 1009I.Eleusis 192",Eleusis,274,273,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,702,2921,"[ ]
Att. — non-stoich. — ante med. s. III a. — IG II² 702 Add. (pt. 1.2 p. 665)

See also:
IG II³,1 1259Agora XV 87",Athens,NA,250,NA,TRUE,TRUE,NA,300,300,δημωι
IG II²,847,3066,"[ ]
Att. — non-stoich. — c. 215/4

See also:
IG II³,1 1164I.Eleusis 208",Eleusis,215,214,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,949,3169,"[ ]
Att. — non-stoich. — c. 165/4

See also:
I.Eleusis 229",Eleusis,165,164,FALSE,TRUE,TRUE,200,200,200,δημωι
IG II²,967,3187,"[ ]
Att. — non-stoich. — p. post med. s. II a.

See also:
Agora XV 238",Athens,150,NA,NA,TRUE,TRUE,200,NA,200,δημωι
IG II²,967,3187,"[ ]
Att. — non-stoich. — p. post med. s. II a.

See also:
Agora XV 238",Athens,150,NA,NA,TRUE,TRUE,200,NA,200,δημωι
IG II²,977,3197,"[ ]
Att. — non-stoich. — 131/0

See also:
Agora XV 246SEG 26:113SEG 28:88SEG 40:117",Athens,131,130,FALSE,TRUE,TRUE,200,200,200,δαμων
IG II²,977,3197,"[ ]
Att. — non-stoich. — 131/0

See also:
Agora XV 246SEG 26:113SEG 28:88SEG 40:117",Athens,131,130,FALSE,TRUE,TRUE,200,200,200,δημωι
IG II²,977,3197,"[ ]
Att. — non-stoich. — 131/0

See also:
Agora XV 246SEG 26:113SEG 28:88SEG 40:117",Athens,131,130,FALSE,TRUE,TRUE,200,200,200,δημωι
IG II²,989,3209,"[ ]
Att. — non-stoich. — med. s. II a.

See also:
Agora XV 254",Athens,175,125,FALSE,TRUE,TRUE,200,200,200,δημωι
IG II²,1004,3224,"[ ]
Att. — non-stoich. — 122/1

See also:
Agora XV 252",Athens,122,121,FALSE,TRUE,TRUE,200,200,200,δημωι
IG II²,1186,3401,"[ ]
Att. — stoich. 30 — med. s. IV a.

See also:
I.Eleusis 70SEG 34:105",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,δημοι
IG II²,1187,3402,"[ ]
Att. — stoich. 25 — med. s. IV a.

See also:
I.Eleusis 99",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,1187,3402,"[ ]
Att. — stoich. 25 — med. s. IV a.

See also:
I.Eleusis 99",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,1190,3405,"[ ]
Att. — post med. s. IV a.

See also:
I.Eleusis 74",Eleusis,350,NA,NA,TRUE,TRUE,400,NA,400,δημωι
IG II²,1218,3433,"[ ]
Att. — stoich. — med. s. III a.

See also:
I.Eleusis 189",Eleusis,275,225,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,1304,3518,"[ ]
Att. — non-stoich. 43-53 — p. post 211/10 a.

See also:
I.Eleusis 211",Eleusis,211,210,FALSE,TRUE,TRUE,300,300,300,δημωι
IG II²,1541,3758,"[ ]
Att. — non-stoich. 37-40 — 357/6

See also:
I.Eleusis 140",Eleusis,357,356,FALSE,TRUE,TRUE,400,400,400,νικοδημωι
IG II²,1672,3897,"[ ]
Att. — stoich. 81 — 329/8 — IG II² 1672 Add. (pt. 2.2 p. 812)

See also:
I.Eleusis 177SEG 34:121SEG 45:153",Eleusis,329,328,FALSE,TRUE,TRUE,400,400,400,σωσιδημωι
IG II²,1700,3926,"[ ]
Att. — non-stoich. — 335/4

See also:
Agora XV 43",Athens,335,334,FALSE,TRUE,TRUE,400,400,400,δημυλος
IG II²,1700,3926,"[ ]
Att. — non-stoich. — 335/4

See also:
Agora XV 43",Athens,335,334,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,1740,3967,"[ ]
Att. — fere stoich. — ante 388/7

See also:
Agora XV 12SEG 36:218",Athens,NA,387,NA,TRUE,TRUE,NA,400,400,δημωι
IG II²,1742,3969,"[ ]
Att. — stoich. — ante med. s. IV a.

See also:
Agora XV 13",Athens,NA,350,NA,TRUE,TRUE,NA,400,400,δημωι
IG II²,1747,3974,"[ ]
Att. — c. 350 a.

See also:
Agora XV 36",Athens,350,350,FALSE,TRUE,TRUE,400,400,400,δημωι
IG II²,1751,3978,"[ ]
Att. — non-stoich. — post med. s. IV a.

See also:
Agora XV 32",Athens,350,NA,NA,TRUE,TRUE,400,NA,400,δημυλου
IG II²,2500,4741,"[ ]
Att. — stoich. 66 — fin. s. IV a.

See also:
I.Eleusis 176",Eleusis,350,301,FALSE,TRUE,TRUE,400,400,400,δημω
IG II²,11136,13610,"[ ]
Att. — s. II a.

See also:
Agora XVII 771",Athens,200,101,FALSE,TRUE,TRUE,200,200,200,δημω
IG VII,1,143477,"[ ]
Megaris — Megara — after 306 BC

See also:
SEG 33:350bis",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,2,143478,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,2,143478,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,2,143478,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,3,143479,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,3,143479,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,4,143480,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,4,143480,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,5,143481,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,5,143481,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,6,143482,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,6,143482,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,7,143483,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,7,143483,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,δαμωι
IG VII,8,143484,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,9,143485,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,9,143485,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,10,143486,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,10,143486,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,10,143486,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,11,143487,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,11,143487,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,12,143488,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,12,143488,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,12,143488,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,13,143489,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,13,143489,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,13,143489,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,14,143490,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,14,143490,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,δαμωι
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,δαμωι
IG VII,188,143665,"[ ]
Megaris — Pagai — 242-223 BC

See also:
SEG 13:327",Pagai,242,223,FALSE,TRUE,TRUE,300,300,300,δαμων
IG VII,207,143684,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,δαμοι
IG VII,208,143685,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,δαμωι
IG VII,213,143690,"[ ]
Megaris — Aigosthena — 219-198 BC",Aigosthena,219,198,TRUE,TRUE,TRUE,300,200,300,δαμωι
IG VII,219,143696,"[ ]
Megaris — Aigosthena — 223-192 BC",Aigosthena,223,192,TRUE,TRUE,TRUE,300,200,300,δαμωι
IG VII,223,143700,"[ ]
Megaris — Aigosthena — 192-146 BC",Aigosthena,192,146,FALSE,TRUE,TRUE,200,200,200,δαμωι
IG VII,223,143700,"[ ]
Megaris — Aigosthena — 192-146 BC",Aigosthena,192,146,FALSE,TRUE,TRUE,200,200,200,δαμωι
IG VII,237,143714,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 237",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,239,143716,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 239",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,240,143717,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 240",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,241,143718,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 241",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,242,143719,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 242",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,245,143722,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 245",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,246,143723,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230-225 BC — IG VII 246",Oropos,230,225,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,247,143724,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 247",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,248,143725,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 248 [= l. 1] — IG VII 4258",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,251,143728,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 251",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,252,143729,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 252",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,253,143730,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 253",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,254,143731,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 254",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,255,143732,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 255",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,257,143734,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 257",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,260,143737,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 260",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,261,143738,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 261",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,262,143739,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 262",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
IG VII,263,143740,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 263",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,265,143742,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-230 BC — IG VII 265",Oropos,240,230,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,269,143746,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 269",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,δημωι
IG VII,270,143747,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 270",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,δημωι
