ig_book,ig_no,phi_no,header,location,tqp,taq,cross_cen,tpq_bce,taq_bce,tpq_cen,taq_cen,analysis_cen,token
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,360,2577,"[ ]
Att. — stoich. 39 — 325/4 — IG II² 360 Add. (pt. 1.2 p. 660)

See also:
IG II³,1 367Schwenk, Athens 68",Athens,325,324,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,365,2582,"[ ]
Att. — stoich. 32 — 323/2

See also:
IG II³,1 375Schwenk, Athens 79SEG 21:294SEG 30:66",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,373,2590,"[ ]
Att. — stoich. 33-39 — 322/1

See also:
IG II³,1 324SEG 21:301SEG 40:74Schwenk, Athens 88SEG 24:105",Athens,322,321,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,373,2590,"[ ]
Att. — stoich. 33-39 — 322/1

See also:
IG II³,1 324SEG 21:301SEG 40:74Schwenk, Athens 88SEG 24:105",Athens,322,321,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,373,2590,"[ ]
Att. — stoich. 33-39 — 322/1

See also:
IG II³,1 324SEG 21:301SEG 40:74Schwenk, Athens 88SEG 24:105",Athens,322,321,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,414,2632,"[ ]
Att. — stoich. 21 — ante 325/4

See also:
IG II³,1 462SEG 21:276Schwenk, Athens 85IG II³,1 336IG II³,1 405IG II³,1 464",Athens,NA,324,NA,TRUE,TRUE,NA,400,400,αυτοι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,448,2666,"[ ]
Att. — stoich. 41 — 323/2

See also:
SEG 32:90SEG 21:297SEG 22:95IG II³,1 378SEG 21:317Schwenk, Athens 83",Athens,323,322,FALSE,TRUE,TRUE,400,400,400,αυτοις
IG II²,656,2875,"[ ]
Att. — non-stoich. — 288/7 — IG II² 656 Add. (pt. 1.2 p. 662)

See also:
Agora XV 69",Athens,288,287,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG II²,674,2893,"[ ]
Att. — 277/6? — IG II² 674 Add. (pt. 1.2 p. 663)

See also:
IG II³,1 900Agora XV 78",Athens,277,276,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG II²,847,3066,"[ ]
Att. — non-stoich. — c. 215/4

See also:
IG II³,1 1164I.Eleusis 208",Eleusis,215,214,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG II²,847,3066,"[ ]
Att. — non-stoich. — c. 215/4

See also:
IG II³,1 1164I.Eleusis 208",Eleusis,215,214,FALSE,TRUE,TRUE,300,300,300,ενιαυτωι
IG II²,847,3066,"[ ]
Att. — non-stoich. — c. 215/4

See also:
IG II³,1 1164I.Eleusis 208",Eleusis,215,214,FALSE,TRUE,TRUE,300,300,300,ενιαυτωι
IG II²,864,3084,"[ ]
Att. — non-stoich. — fin. s. III a.

See also:
IG II³,1 1260Agora XV 186",Athens,250,201,FALSE,TRUE,TRUE,300,300,300,αυτων
IG II²,912,3132,"[ ]
Att. — non-stoich. — p. ante 200

See also:
IG II³,1 1231Agora XV 138",Athens,NA,200,NA,TRUE,TRUE,NA,200,200,εαυτων
IG II²,915,3135,"[ ]
Att. — non-stoich. — c. 200 a.

See also:
IG II³,1 1177Agora XV 147",Athens,200,200,FALSE,TRUE,TRUE,200,200,200,αυτων
IG II²,917,3137,"[ ]
Att. — non-stoich. — init. s. II a.

See also:
IG II³,1 1153Agora XV 128SEG 28:65",Athens,200,150,FALSE,TRUE,TRUE,200,200,200,αυτοις
IG II²,952,3172,"[ ]
Att. — non-stoich. — c. 161/0

See also:
Agora XV 222",Athens,161,160,FALSE,TRUE,TRUE,200,200,200,εαυτω
IG II²,989,3209,"[ ]
Att. — non-stoich. — med. s. II a.

See also:
Agora XV 254",Athens,175,125,FALSE,TRUE,TRUE,200,200,200,εαυτων
IG II²,1004,3224,"[ ]
Att. — non-stoich. — 122/1

See also:
Agora XV 252",Athens,122,121,FALSE,TRUE,TRUE,200,200,200,αυτοις
IG II²,1013,3233,"[ ]
Att. — non-stoich. — fin. s. II a. — IG II² 1013 Add. (pt. 1.2 p. 670)

See also:
I.Eleusis 237",Eleusis,150,101,FALSE,TRUE,TRUE,200,200,200,αυτω
IG II²,1013,3233,"[ ]
Att. — non-stoich. — fin. s. II a. — IG II² 1013 Add. (pt. 1.2 p. 670)

See also:
I.Eleusis 237",Eleusis,150,101,FALSE,TRUE,TRUE,200,200,200,αυτωι
IG II²,1186,3401,"[ ]
Att. — stoich. 30 — med. s. IV a.

See also:
I.Eleusis 70SEG 34:105",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1186,3401,"[ ]
Att. — stoich. 30 — med. s. IV a.

See also:
I.Eleusis 70SEG 34:105",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1187,3402,"[ ]
Att. — stoich. 25 — med. s. IV a.

See also:
I.Eleusis 99",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1187,3402,"[ ]
Att. — stoich. 25 — med. s. IV a.

See also:
I.Eleusis 99",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1193,3408,"[ ]
Att. — stoich. 27 — fin. s. IV a.

See also:
SEG 3:119I.Eleusis 80",Eleusis,350,301,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1198,3413,"[ ]
Att. — stoich. 19 — 326/5 — IG II² 1198 Add. (pt. 1.2 p. 672)

See also:
Schwenk, Athens 66SEG 32:142aSEG 45:124",Athens,326,325,FALSE,TRUE,TRUE,400,400,400,αυτοις
IG II²,1203,3418,"[ ]
Att. — stoich. 25 — 324/3

See also:
Schwenk, Athens 70",Athens,324,323,FALSE,TRUE,TRUE,400,400,400,αυτων
IG II²,1218,3433,"[ ]
Att. — stoich. — med. s. III a.

See also:
I.Eleusis 189",Eleusis,275,225,FALSE,TRUE,TRUE,300,300,300,αυτοι
IG II²,1231,3446,"[ ]
Att. — stoich. 25 — fin. s. IV a.

See also:
I.Eleusis 93SEG 41:81",Eleusis,350,301,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1235,3450,"[ ]
Att. — non-stoich. — c. 274/3

See also:
I.Eleusis 201",Eleusis,274,273,FALSE,TRUE,TRUE,300,300,300,αυτων
IG II²,1235,3450,"[ ]
Att. — non-stoich. — c. 274/3

See also:
I.Eleusis 201",Eleusis,274,273,FALSE,TRUE,TRUE,300,300,300,εαυτων
IG II²,1235,3450,"[ ]
Att. — non-stoich. — c. 274/3

See also:
I.Eleusis 201",Eleusis,274,273,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG II²,1272,3486,"[ ]
Att. — stoich. 31 — 283/2

See also:
I.Eleusis 182",Eleusis,283,282,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,αυτων
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,ενιαυτωι
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG II²,1299,3513,"[ ]
Att. — stoich. 60-65 — post 236/5 — IG II² 1299 Add. (pt. 1.2 p. 672)

See also:
SEG 3:124SEG 19:122I.Eleusis 196",Eleusis,236,235,FALSE,TRUE,TRUE,300,300,300,εαυτων
IG II²,1304,3518,"[ ]
Att. — non-stoich. 43-53 — p. post 211/10 a.

See also:
I.Eleusis 211",Eleusis,211,210,FALSE,TRUE,TRUE,300,300,300,ωσαυτως
IG II²,1304,3518,"[ ]
Att. — non-stoich. 43-53 — p. post 211/10 a.

See also:
I.Eleusis 211",Eleusis,211,210,FALSE,TRUE,TRUE,300,300,300,εαυτων
IG II²,1672,3897,"[ ]
Att. — stoich. 81 — 329/8 — IG II² 1672 Add. (pt. 2.2 p. 812)

See also:
I.Eleusis 177SEG 34:121SEG 45:153",Eleusis,329,328,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1672,3897,"[ ]
Att. — stoich. 81 — 329/8 — IG II² 1672 Add. (pt. 2.2 p. 812)

See also:
I.Eleusis 177SEG 34:121SEG 45:153",Eleusis,329,328,FALSE,TRUE,TRUE,400,400,400,εαυτωι
IG II²,1672,3897,"[ ]
Att. — stoich. 81 — 329/8 — IG II² 1672 Add. (pt. 2.2 p. 812)

See also:
I.Eleusis 177SEG 34:121SEG 45:153",Eleusis,329,328,FALSE,TRUE,TRUE,400,400,400,αυτωι
IG II²,1672,3897,"[ ]
Att. — stoich. 81 — 329/8 — IG II² 1672 Add. (pt. 2.2 p. 812)

See also:
I.Eleusis 177SEG 34:121SEG 45:153",Eleusis,329,328,FALSE,TRUE,TRUE,400,400,400,αυτοι
IG II²,1673,3898,"[ ]
Att. — non-stoich. — 327/6?

See also:
SEG 32:167I.Eleusis 159SEG 34:122",Eleusis,327,326,FALSE,TRUE,TRUE,400,400,400,ενιαυτωι
IG II²,1673,3898,"[ ]
Att. — non-stoich. — 327/6?

See also:
SEG 32:167I.Eleusis 159SEG 34:122",Eleusis,327,326,FALSE,TRUE,TRUE,400,400,400,ενιαυτωι
IG II²,1673,3898,"[ ]
Att. — non-stoich. — 327/6?

See also:
SEG 32:167I.Eleusis 159SEG 34:122",Eleusis,327,326,FALSE,TRUE,TRUE,400,400,400,ενιαυτωι
IG II²,1673,3898,"[ ]
Att. — non-stoich. — 327/6?

See also:
SEG 32:167I.Eleusis 159SEG 34:122",Eleusis,327,326,FALSE,TRUE,TRUE,400,400,400,ενιαυτωι
IG II²,1673,3898,"[ ]
Att. — non-stoich. — 327/6?

See also:
SEG 32:167I.Eleusis 159SEG 34:122",Eleusis,327,326,FALSE,TRUE,TRUE,400,400,400,ενιαυτωι
IG II²,1749,3976,"[ ]
Att. — non-stoich. — 341/0

See also:
Agora XV 38",Athens,341,340,FALSE,TRUE,TRUE,400,400,400,αυτων
IG II²,1749,3976,"[ ]
Att. — non-stoich. — 341/0

See also:
Agora XV 38",Athens,341,340,FALSE,TRUE,TRUE,400,400,400,αυτων
IG II²,3480,5758,"[ ]
Att. — fin. s. II a.

See also:
I.Eleusis 270",Eleusis,150,101,FALSE,TRUE,TRUE,200,200,200,εαυτων
IG VII,1,143477,"[ ]
Megaris — Megara — after 306 BC

See also:
SEG 33:350bis",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,2,143478,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,2,143478,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,3,143479,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,4,143480,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτοις
IG VII,6,143482,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,7,143483,"[ ]
Megaris — Megara — after 306 BC",Megara,306,NA,NA,TRUE,TRUE,400,NA,400,αυτωι
IG VII,8,143484,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,9,143485,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,10,143486,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτων
IG VII,10,143486,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,11,143487,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,14,143490,"[ ]
Megaris — Megara — early 3rd c. BC",Megara,300,250,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,αυτοις
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,αυτων
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,αυτοις
IG VII,21,143497,"[ ]
Megaris — Megara — early 2nd c. BC",Megara,200,150,FALSE,TRUE,TRUE,200,200,200,αυτων
IG VII,188,143665,"[ ]
Megaris — Pagai — 242-223 BC

See also:
SEG 13:327",Pagai,242,223,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,207,143684,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,αυτοι
IG VII,207,143684,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,208,143685,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,αυτοι
IG VII,208,143685,"[ ]
Megaris — Aigosthena — 223-201 BC",Aigosthena,223,201,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,213,143690,"[ ]
Megaris — Aigosthena — 219-198 BC",Aigosthena,219,198,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,213,143690,"[ ]
Megaris — Aigosthena — 219-198 BC",Aigosthena,219,198,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,223,143700,"[ ]
Megaris — Aigosthena — 192-146 BC",Aigosthena,192,146,FALSE,TRUE,TRUE,200,200,200,αυτωι
IG VII,223,143700,"[ ]
Megaris — Aigosthena — 192-146 BC",Aigosthena,192,146,FALSE,TRUE,TRUE,200,200,200,αυτωι
IG VII,235,143712,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 387-377 BC — IG VII 235 — Syll.³ 1004 — SEG 31.416",Oropos,387,377,FALSE,TRUE,TRUE,400,400,400,εαυτοι
IG VII,239,143716,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 239",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,240,143717,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 240",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,241,143718,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 241",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,242,143719,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 242",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,245,143722,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 245",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,245,143722,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 245",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,246,143723,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230-225 BC — IG VII 246",Oropos,230,225,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,247,143724,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 247",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,247,143724,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 247",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,248,143725,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 248 [= l. 1] — IG VII 4258",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,251,143728,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 251",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,251,143728,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 251",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,252,143729,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 252",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,253,143730,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 253",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,253,143730,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 253",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,254,143731,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 254",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,254,143731,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 254",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,256,143733,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 256 + 408",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,257,143734,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 257",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,257,143734,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 257",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,258,143735,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 258",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,260,143737,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 260",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,261,143738,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 261",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,262,143739,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 262",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,262,143739,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 262",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,263,143740,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 263",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,265,143742,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-230 BC — IG VII 265",Oropos,240,230,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,269,143746,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 269",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,270,143747,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 270",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτοις
IG VII,273,143750,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 273",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,αυτωι
IG VII,274,143751,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 274",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,αυτωι
IG VII,275,143752,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 275",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,αυτοις
IG VII,275,143752,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 275",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,αυτοις
