ig_book,ig_no,phi_no,header,location,tqp,taq,cross_cen,tpq_bce,taq_bce,tpq_cen,taq_cen,analysis_cen,token,data_type,simplex
IG VII,246,143723,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230-225 BC — IG VII 246",Oropos,230,225,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,246,143723,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230-225 BC — IG VII 246",Oropos,230,225,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,247,143724,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 247",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,247,143724,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 247",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,248,143725,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 248 [= l. 1] — IG VII 4258",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,248,143725,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 248 [= l. 1] — IG VII 4258",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,251,143728,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 251",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,252,143729,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 252",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,252,143729,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 252",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,253,143730,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 253",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,253,143730,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 253",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,254,143731,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 254",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,256,143733,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 256 + 408",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,256,143733,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 256 + 408",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,260,143737,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 260",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,260,143737,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 260",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,261,143738,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 261",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,261,143738,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 261",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,262,143739,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 262",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,262,143739,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 262",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,263,143740,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 263",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,263,143740,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 263",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,265,143742,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-230 BC — IG VII 265",Oropos,240,230,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,265,143742,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-230 BC — IG VII 265",Oropos,240,230,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,269,143746,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 269",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,269,143746,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 230 BC — IG VII 269",Oropos,230,230,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,270,143747,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 270",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,270,143747,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 270",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,273,143750,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 273",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,274,143751,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 274",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,274,143751,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 274",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,275,143752,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 275",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,275,143752,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 275",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,276,143753,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 276",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,276,143753,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 276",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,277,143754,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 277",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,277,143754,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 277",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,278,143755,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 278 — ArchEph (1925/26) 22, 138",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,280,143757,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 280 — ArchEph (1919) 79, 115",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γας,α,1
IG VII,280,143757,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 280 — ArchEph (1919) 79, 115",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γαν,α,1
IG VII,281,143758,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 281",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,281,143758,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 281",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,282,143759,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 282",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,282,143759,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 282",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,284,143761,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 284",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,284,143761,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 284",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,285,143762,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 285",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,285,143762,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 285",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,286,143763,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 286",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,287,143764,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 287 — IG VII 409 [= ll. 10-11]",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,287,143764,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 287 — IG VII 409 [= ll. 10-11]",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,288,143765,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 288",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,288,143765,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 288",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,289,143766,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 289 — ArchEph (1919) 81, 117",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,289,143766,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 289 — ArchEph (1919) 81, 117",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,291,143768,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 291",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,291,143768,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 291",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,292,143769,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 292",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,292,143769,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 292",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,293,143770,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 293",Oropos,201,201,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,293,143770,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 293",Oropos,201,201,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,294,143771,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 294",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,294,143771,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 294",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,295,143772,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 295",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,295,143772,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 295",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,296,143773,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 296",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,296,143773,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 296",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,298,143775,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 221-204 BC — IG VII 298; p. 744 — OGIS 81",Oropos,221,204,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,299,143776,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 299",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,299,143776,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 299",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,300,143777,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 300; p. 744",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,300,143777,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 300; p. 744",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,301,143778,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 301; p. 744",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,301,143778,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 301; p. 744",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,302,143779,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 302; p. 744",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,304,143781,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 304",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,304,143781,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — late 3rd c. BC — IG VII 304",Oropos,250,201,FALSE,TRUE,TRUE,300,300,300,γην,η,1
IG VII,307,143784,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 307",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,307,143784,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 307",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,308,143785,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 225-200 BC — IG VII 308",Oropos,225,200,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,308,143785,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 225-200 BC — IG VII 308",Oropos,225,200,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,309,143786,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 309",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,309,143786,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 309",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,310,143787,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 310",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,312,143789,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 312",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,313,143790,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 313",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,314,143791,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 314",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,316,143793,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 316 — cf. SEG 47.494",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,316,143793,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 316 — cf. SEG 47.494",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,317,143794,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 317",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,318,143795,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 318",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,318,143795,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 318",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,319,143796,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 319",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,319,143796,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 319",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,320,143797,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 320",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,321,143798,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 321",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,321,143798,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 321",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,322,143799,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 322",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,322,143799,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 322",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,323,143800,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 323 — AD 28 A (1973) 189, 21 — SEG 26.603",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,323,143800,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 323 — AD 28 A (1973) 189, 21 — SEG 26.603",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,324,143801,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 324",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,324,143801,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 324",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,328,143805,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 328",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,328,143805,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 328",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,329,143806,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 329",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,329,143806,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 329",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,330,143807,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 329",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,330,143807,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 329",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,333,143810,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 333",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,333,143810,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 333",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,335,143812,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 335",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,335,143812,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 335",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,337,143814,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 337",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,337,143814,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 337",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,338,143815,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 338",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,338,143815,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 338",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,339,143816,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 339",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γης,η,1
IG VII,339,143816,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 339",Oropos,240,180,TRUE,TRUE,TRUE,300,200,300,γην,η,1
IG VII,340,143817,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 239-229 BC — IG VII 340",Oropos,239,229,FALSE,TRUE,TRUE,300,300,300,γης,η,1
IG VII,340,143817,"[ ]
Boiotia — Oropos (Skala) — Amphiareion — 239-229 BC — IG VII 340",Oropos,239,229,FALSE,TRUE,TRUE,300,300,300,γην,η,1
